,tv_model,category,price,dimension,discounted,discount_rate,reviews,brand,num_of_reviews
357,"LG - SMART TV OLED UHD 4K 65"" OLED65G26LA-Argento",Tv 4K,"€ 2.499,00",Dimensione schermo-pollici : 65 pollici,False,,"[' Der G29 ist mMn der beste Oled den es momentan gibt. Die Schwächen bezüglich spitzenhelligkeit wurden mit dem Evo Panel mittlerweile gänzlich überwunden und auch tagsüber kann man seine Filme und Serien gern genießen. Natürlich gibt es noch leichte Spiegelungen, die aber nicht weiter auffallen, solange das Bild nicht sehr dunkel ist. Die Handhabung durch die Fernbedienung mit Sprachsteuerung ist schnell zu erlernen. Der Sound ist das einzige Manko und würde durch eine Soundbar natürlich besser zur Geltung kommen. Alles in allem ein fast perfekter Fernseher der sein Geld wert ist und eine Verbesserung in der Bildqualität fast undenkbar ist. ', ' (Esta reseña se ha recibido a través de una promoción.) Somos fieles a la marca LG para televisores. Hace pocos días que tenemos la OLED Evo 55"" y la calidad de imagen es espectacular. El modelo es el OLED65G26LA.La estética de LG como siempre impecable. Minimalista y elegante. El marco ultrafino hace que pueda quedar instalada en pared prácticamente como si fuera un cuadro.En nuestro caso, la colgamos en el soporte que teníamos que es extensible, porque necesitamos girarla para verla en una zona u otra del salón. Lo poco que sobresale de la pared es debido al margen del soporte. También así queda genial.LG merece un 10, como siempre!Reseña (review) incentivada. Promoción LG navidad. ', ' Dovevamo cambiare la tv in soggiorno e abbiamo approfittato di un\'offerta acquistando questo 65"" che indubbiamente è il miglior tv mai avuto! Colori brillanti, risoluzione pazzesca e un audio senza precedenti. Avevamo una soundbar da collegargli ma l\'abbiamo riciclata altrove perché l\'audio del tv stesso, paragonato, è nettamente migliore. Con il ""nero vero"" il bianco risalta tantissimo, alcune volte anche troppo! Inoltre questa versione Gallery Edition lo rende bello anche esteticamente essendo sottilissimo e sembrando un quadro! È molto elegante!Allego 2 foto fatte alla tv da un cellulare di qualità media. Super consigliato! ', ' Era da tanto tempo che desideravo prendere questo modello di LG.Ho altre tv di LG, ma questo è il mio primo Oled e devo dire che sono rimasto veramente impressionato dal pannello. I colori sono fantastici e quando guardi un canale in 4k sembra di essere dentro nel filmato.Anche il sistema operativo WebOS è molto funzionale e potente.La funzionalità quadro in realtà non ti permette di mantenere un immagine fissa, ma cicla  attraverso piú immagini. Probabilmente per non rovinare il panello, ma facendo così si perde un po’ l’effetto quadro.Ad ogni modo stiamo parlando di un televisore top di gamma con qualitá straordinarie. ', ' (Esta reseña se ha recibido a través de una promoción.) Pasé de otra LG OLED de 55"" de hace unos años a esta nueva de 65"" de la serie superior y el cambio es muy bueno. Aunque ya la otra era fantástica, esta es todavía mejor. Más brillo, las imágenes en 4K increíbles, mejora bastante escenas en movimientos rápidos que en la otra se veían ligeramente borrosas, las zonas oscuras siguen siendo absolutamente negras, un tamaño de pantalla que ya más grande casi que no merece la pena ir al cine...en definitiva, espectacular. La única pega es que está pensada únicamente para poner en la pared y no trae soporte para poner en un mueble, y  conseguirlo fue un poco una odisea, pero mereció la pena porque era una necesidad. ', ' (Esta reseña se ha recibido a través de una promoción.) Hay mucho que decir de la G2, así que iré a lo importante. Si estás dudando entre comprar este modelo o apostar por una nueva tecnología, ten en cuenta que la competencia ofrezca prestaciones igual de atractivas (Dolby Vision, por ejemplo). El brillo es espectacular, tanto SDR como HDR, el modo juego es muy útil, el contraste es impecable, y mis dudas con WebOS quedan disipadas cuando el manejo es tan agradable e instantáneo. Por ponerle pegas, el soporte oara DTS:X hubiera sido genial, así como un mando retroiluminado, pero lo cierto es que son nimiedades frente a todo lo que ofrece esta tele, tanto para gaming como para cine. ', ' Dovevamo cambiare la tv in soggiorno e abbiamo approfittato di un\'offerta acquistando questo 65"" che indubbiamente è il miglior tv mai avuto! Colori brillanti, risoluzione pazzesca e un audio senza precedenti. Avevamo una soundbar da collegargli ma l\'abbiamo riciclata altrove perché l\'audio del tv stesso, paragonato, è nettamente migliore. Con il ""nero vero"" il bianco risalta tantissimo, alcune volte anche troppo! Inoltre questa versione Gallery Edition lo rende bello anche esteticamente essendo sottilissimo e sembrando un quadro! È molto elegante! Allego 2 foto fatte alla tv da un cellulare di qualità media. Super consigliato! ', ' (Esta reseña se ha recibido a través de una promoción.) siempre hemos elegido en nuestra familia los electrodomésticos LG por su innovaciones y la calidad de sus productos. en esta ocasión nos decantamos  por su magnifico y gran TV LG OLED evo Gallery Edition de 65 pulgadas coincidiendo con el mundial  mis hijos están muy contentos por la tecnología que trae ya que pueden jugar en su consola a la máxima velocidad y por sus gran calidad de imagen y resolución 4k  es una pasada ver en stremer mis aplicaciones favoritas , mis series y películas sus colores y su gran tecnología EVO con sus negros más profundos que resalta a la vista estamos encantados. definitivamente como LG ninguno. ']",LG ,8
358,"LG - Smart TV OLED evo 4K 65"" OLED65C26LD-Beige",Tv 4K,"€ 2.132,00",Dimensione schermo-pollici : 65 pollici,False,,"[' Dopo un attesa trepidante di 7 giorni è finalmente arrivato il tv 55 pollici! Il marchio LG come sempre è una garanzia di qualità e anche stavolta mi ha sorpreso per la nitidezza delle immagini, il design minimal della cornice e la varietà delle applicazioni interne precaricate. Il meglio della perfezione immagine è in presenza di contenuti in 4k hd e non ha davvero paragoni. I pixel auto-illuminanti e la risoluzione 4K permettono una visione delle immagini ultra definite in ogni condizione di luce. Il processore di ultima generazione permette una flessibilità di utilizzo considerevole, e l esperienza in modalità gaming è ottimale. Forza LG! ', ' I remember buying my first proper Smart TV back in 2012, when I replaced it several years later in 2016 the difference in picture quality blew me away.  Now in 2022 the difference is about triple that.  The crispness and image fidelity is astounding and the ease of use compared to my first smart tv is night and day.My ONLY complaint is that the TV is so good that some of my favourite movies look bad, things I could not previously make out are now exposed.  Additionally old television shows, due to compression/upscaling, have some visual glitches.  Having said that anything HD and up looks amazing.  10/10 would recommend people to buy it. ', ' (Esta reseña se ha recibido a través de una promoción.) Venía de una televisión LED normal y la diferencia respecto a esta TV OLED, 4K y HDR es impresionante, un gran salto de calidad. La iluminación, los colores y la definición son muy buenas, incluso con contenido normal de la TDT. Si ya pones streaming, una consola de videojuegos o un disco bluray o 4k, la calidad es brutal. El sistema operativo va bastante rápido y trae las principales aplicaciones.Aprovechando la promoción de La buena vida LG, tiene una gran relación calidad-precio.Como puntos negativos, no trae Dolby Visión, y el sonido me ha parecido bastante normal, quizá haga falta una barra de sonido para disfrutar el cine a tope. ', ' (Esta reseña se ha recibido a través de una promoción.) una televisión brutal! Estéticamente muy bonito gracias a su diseño "" Slim"". La calidad de las imágenes es maravillosa, podemos disfrutar 100% de las peliculas, junto con el sonido avanzado incluí en la compra una barra de sonido y el resultado es espectacular. la manipulacion del mando es muy  facil y comodo. Aunque el precio es un poco alto pero para ser una televisión OLED del ultimo modelo, merece la pena. En cuando no esta encendida, la pongo en el modo "" always ready"" y se convierte a un cuadro. La verdad ha sido una compra excelente, estamos disfrutando mucho con la nueva televisión. Es una review incentivada por la promoción de LG ', "" Spedizione rapida e senza problemi, TV arrivato imballato in maniera sicura. Quando vuoi tirarlo fuori dalla scatola bisogna trovare la giusta presa per paura di romperlo. Una volta accesso la configurazione e facile e intuitiva. Il pannello OLED è uno spettacolo colori vivaci e il nero è veramente un altro mondo rispetto alla tecnologia a led. Qualsiasi cosa guardi la visione è eccezionale e finalmente durante le partite di calcio la palla non la vedi senza quella scia fastidiosa. L'unica cosa dove non mi trovo molto comodo e la funzione puntatore del mouse ma credo che sia più in problema mio di abitudine. Consiglio questo prodotto assolutamente "", ' (Esta reseña se ha recibido a través de una promoción.) Compré este producto para reemplazar mi LG LED de 55\' a la que le fallaba el módulo Bluetooth/wifi. Vuelvo a comprar LG porque la calidad del panel y la solidez del sistema es un plus, en este caso este modelo tiene todo lo que se puede pedir a un panel OLED de 65"" por un precio ajustadísimo. La experiencia de momento esta siendo espectacular, el único pero es que la configuración del nuevo Web OS se me antoja un poco confusa, hasta que he conseguido tenerlo todo a punto, he tenido que consultar bastante información online. Como TV Gaming es increíble con AMD Freesync, compatibilidad con Dolby Vision y sus 120 hz. Sin duda lo volvería a comprar. ', ' Siamo veramente sorpresi di quanto siano definite le immagini su\xa0questa\xa0TV, si è adattata immediatamente all\'ambiente, la funzione di screensaver con tv ""spenta"" la rende anche un elemento di arredo aggiuntivo.L\'audio con la modalità montata a muro è accettabile\xa0anche senza supporti aggiuntivi (impianto audio tipo soundbar o sorround).WebOS nuovo è stato migliorato parecchio, ma rimane intuitivo e di facile utilizzo. L\'integrazione degli assistenti vocali è un plus che rende possibile spostare eventuali supporti (google home o alexa) in altre stanze perché sostituiti da questo tv.Se dovessi dare un voto a questo TV sarebbe sicuramente un 9 su 10. ', "" Televisore che già da spento ti sorprende per il design; cornice estremamente sottile e piedistallo color acciaio spazzolato che fa la sua figura in qualsiasi ambiente venga collocato. Una volta acceso si rimane impressionati dalla nitidezza e dall'elevato contrasto delle immagini; anche con illuminazione intensa della stanza non si notano differenze sostanziali. Altro punto di forza di questo Tv è la presenza di numerose porte di ingresso (4 HDMI, 3 USB, Ethernet) e tutte situate lateralmente in modo da non interferire se il Tv viene installato a parete. Unico appunto è la troppa sensibilità del puntatore del telecomando. ""]",LG ,8
359,SAMSUNG - Smart TV QLED 4K 75” QE75Q70B-Titan Gray,Tv Qled,"€ 1.899,00",Dimensione schermo-pollici : 75 pollici,False,,[],SAMSUNG ,0
360,"CRANKER - Smart TV LED HD READY 32"" CR-TV32110SG",Smart TV,"€ 199,00",Dimensione schermo-pollici : 32 pollici,False,,[],CRANKER ,0
361,"LG - TV LED FHD 32"" 32LM631C-Nero",Smart TV,"€ 329,00",Dimensione schermo-pollici : 32 pollici,False,,[],LG ,0
362,"SAMSUNG - Smart TV Q-LED 4K UHD 4K 43"" QE43QN90C-CARBON SILVER",Tv Qled,"€ 1.399,00",Dimensione schermo-pollici : 43 pollici,False,,[],SAMSUNG ,0
363,"SAMSUNG - Smart TV NEO QLED 8K UHD 75"" QE75QN800CTXZT-TITAN BLACK",Tv Qled,"€ 5.299,00",Dimensione schermo-pollici : 75 pollici,False,,[],SAMSUNG ,0
364,"SONY - Smart TV LED BRAVIA UHD 4K 50"" KD50X85JAEP",Tv 4K,"€ 592,00",Dimensione schermo-pollici : 50 pollici,True,-46.0%,"["" Sony, toujours aussi top, bonne gestion de Google TV fluide, image génial pour du led. Pas de latence sur les applications et même avec pc portable en mode jeux et consoles. Le capteur ambiant de la lumière géniale. Il manque juste de pouvoir profiter des réglages du son sur la barre de son autre que les enceintes de la TV.Attention sur le descriptif indiquer télécommande rétro éclairé, non c'est une erreur, dommage ""]",SONY ,1
365,"SHARP - Smart Tv ANDROID TV 4K 50"" 50BL2EA-Nero",Tv 4K,"€ 439,00",Dimensione schermo-pollici : 50 pollici,True,-37.0%,[],SHARP ,0
366,SAMSUNG - Smart TV Neo QLED 4K 75” QE75QN85B-Bright Silver,Tv Qled,"€ 2.299,00",Dimensione schermo-pollici : 75 pollici,False,,[],SAMSUNG ,0
367,"PHILIPS - Smart TV LED FHD 32"" 32PFS6805/12-Black",Smart TV,"€ 299,99",Dimensione schermo-pollici : 32 pollici,False,,"[' È una ottima Smart TV, che ha tante APP, ma è  mancante di DAZN che non si può  ""estrarre"" neanche da Google Play (o Google Store).Spero che prima dell\'inizio  di questo campionato 2021-2022 gli informatici della PHILIPS mettano a disposizione di questa TV venduta in grandi quantitativi al centro Commerciale Carrefour,  la APP  DAZN.Grazie. ', "" In famiglia ci sono due tv identici e tutt'e due hanno problemi col telecomando : la risposta tra invio del segnale al televisore è molto lenta. Inoltre l'audio è insufficiente e dopo il livello 40 e fino al massimo (60) è identico. Questi sono grossi problemi. "", ' La ricerca delle app non è semplice e non è possibile istallare Dazn, per chi ha piacere di guardarsi una partita di calcio non è assolutamente accettabile e non capisco perché non è possibile istallarla. ', ' Non è credibile, nel 2022, acquistare uno smart tv e non avere la posssibilità di installare app come raiplay o spotify. Non posseggo ne antenna ne parabola se sapevo, non avrei acquistato. ', ' Siamo spiacenti di sentire la sua delusione nei nostri confronti e vorremmo assisterla personalmente per sistemare le cose. Ci contatti al numero (+39) 039-9685709. ', ' Devo ancora studiarmelo bene, tuttavia - a prima spolverata - non mi è chiaro come memorizzare alcune applicazioni che mi interessano, fra cui DAZN e VLC ', ' Buon televisore ma telecomando poco intuitivo, una volta che ho sincronizzato i canali non riesco dargli una numerazione in base alle mie esigenze ', ' Acquistato per utilizzo come monitor per computer e come tv smart. Per entrambe le funzioni posso dire di essere stato pienamente soddisfatto. ', ' ritorno canale precedente canale precedente non funziona ', "" Buongiorno, le consigliamo di chiamare l'helpdesk tecnico locale, allo 00390399685709, dal lunedì al venerdì: 9:00 - 19:00.  Da lì potremo rispondere alle sue domande e fornirle assistenza.Le auguriamo una buona giornata e speriamo di poterle fornire una buona assistenza clienti. ""]",PHILIPS ,10
368,"LG - Smart TV UHD 4K 43"" 43UP75006LF-Dark Iron Gray",Tv 4K,"€ 396,00",Dimensione schermo-pollici : 43 pollici,True,-28.0%,"["" I am satisfied with the product which seems to perform well. I had read several reviews which claimed that the LGUP 75 had an above average sound system which was an important factor, I am satisfied that it probably has.I consider the TV to be good value for money. My biggest criticism is that there is no user handbook. I now know why, because it is incredibly complicated and an instruction book would need to have hundreds of pages !As always with modern products, manufacturers add so many unnecessary functions that that many of us are bewildered and avoid using any of them.Even to re-tune the channels incurs selecting namouras choices and is not a sequence that is logical to remember.I could hardly recommend this product to anyone who hasn't got a tech savvy assistant to hand !As usual, when purchasing a new product, I was encouraged to give my opinion so I have complied . "", ' Thank you for your recently submitted review and we are sorry to hear of the issues you have reported with your product. We can see from your review that you are experiencing some quality issues or some areas that you are not happy with on the product. We feel that a dialogue with one of our customer service team would be beneficial as it is quite possible some of the issues you are reporting could be addressed in a dialogue with them. There are many settings and complex features on our product which can be adjusted in order to get the best out of your LG product.We would recommend to get in touch with them on 0344 847 5454 to discuss your case, alternatively you can contact them via email or webchat via our website at https://www.lg.com/uk/supportRegardsLG Electronics UK ', "" Ho comprato questo televisore per avere un televisore smart in casa ma non volevo spendere troppo. Poi visto che si avvicina lo switch off mi va più che bene. Ha tante cose positive però la luminosità può essere migliorata(manca dimmeraggio locale e dolby vision che non è poco). Poi non c'è la possibilità di acquistare neanche opzionale il telecomando puntatore. "", ' Buongiorno e grazie per la Sua recensione. Il TV Ultra HD in suo possesso è compatibile con il telecomando magico LG MR21G acquistabile separatamente: http://lge.ai/6424ySNSGCordiali Saluti ', ' Its a cash cow con because to set up my youview I have to buy a magic remote because the MR20 that came with the last lg less than a year ago is conveniently not supported. I 100% agree with the 1st reviewer the picture quality is shocking. I will never buy anything LG  again because I feel cheated. Also the MR21 ""SO CALLED"" magic remotes are out of stock. ', ' Thank you for your recently submitted review and we are sorry to hear of the issues you have reported with your product. We can see from your review that you are experiencing some quality issues or some areas that you are not happy with on the product. We feel that a dialogue with one of our customer service team would be beneficial as it is quite possible some of the issues you are reporting could be addressed in a dialogue with them. There are many settings and complex features on our product which can be adjusted in order to get the best out of your LG product.We would recommend to get in touch with them on 0344 847 5454 to discuss your case, alternatively you can contact them via email or webchat via our website at https://www.lg.com/uk/supportRegardsLG Electronics UK ', ' compre esta tv hace 15 dias,imagen perfecta,Muy buena tele, la única queja que tengo, que solo tiene 2 entradas HDMI , 1 USB y falta el Magic Control que se debe comprar aparte. y el sonido en silencio perfecto pero con algo de ruido tienes que subir bastante el volumen, es el problema de tener los altavoces ocultos no al frente El resto muy bien ', ' El televisor funciona perfectamente, pero el mando magic no viene, y hay que tenerlo en cuenta por que solo tiene un usbEn su pagina web pone que viene el mando,Lg dice  en las especificaciones no, de acuerdo, Llevan meses advirtiendoles del error en la página, si no quieren arreglarlo, es por que les vendrá bien tenerlo así ', "" The sound and picture on this TV are brilliant - lovely crisp picture and well balanced sound.  My only problem is with the programme guide - the text is far too small (ridiculously small actually!).  Also the manual is online, no booklet with the TV, and doesn't make for easy following. "", ' being a older person  i  find  it  hard  to  see whats  on  when  you  change  channels writing  to  small  also  very  dark   the  trying  to  see whats  on  screen  is  very  poor  try  looking  at  freeview  whats  on  is  easy  tio  read  this  product  needs  work ', ' Thank you for your recently submitted review and we are really sorry to hear of your comments regarding the operation of your product.LG is always looking to improve its range of products with regards to software and hardware changes, we value your opinion and constructive feedback and thank you for taking the time to share it with LG.We have taken and passed on your feedback to the relevant areas within LG, we will strive to improve our products and literature with this valuable feedback, if you need to speak to our customer service team in the mean time they can be contacted directly by phone on 0344 847 5454 or via email or webchat via our website at https://www.lg.com/uk/supportRegardsLG Electronics UK ', ' This is a good all round tv there’s lots of functions that I’ve not got round to using yet. It’s a shame that I can’t get teletext on there despite there’s still the button for it as I used to use that service a lot as I preferred that to the red button service. ']",LG ,12
